,cell_type_tumor,sample,0
3703,Tumor cells LUSC mitotic,Wu_Zhou_2021_GSM4453590,165
3704,Tumor cells LUSC mitotic,Wu_Zhou_2021_GSM4453591,9
3705,Tumor cells LUSC mitotic,Wu_Zhou_2021_GSM4453592,563
3706,Tumor cells LUSC mitotic,Wu_Zhou_2021_GSM4453593,81
3707,Tumor cells LUSC mitotic,Wu_Zhou_2021_GSM4453594,0
3708,Tumor cells LUSC mitotic,Wu_Zhou_2021_GSM4453595,9
3709,Tumor cells LUSC mitotic,Wu_Zhou_2021_GSM4453596,16
3710,Tumor cells LUSC mitotic,Wu_Zhou_2021_GSM4453597,2
3711,Tumor cells LUSC mitotic,Wu_Zhou_2021_GSM4453598,224
3712,Tumor cells LUSC mitotic,Wu_Zhou_2021_GSM4453599,7
3713,Tumor cells LUSC mitotic,Wu_Zhou_2021_GSM4453600,1232
3714,Tumor cells LUSC mitotic,Wu_Zhou_2021_GSM4453601,4
3715,Tumor cells LUSC mitotic,Wu_Zhou_2021_GSM4453602,0
3716,Tumor cells LUSC mitotic,Wu_Zhou_2021_GSM4453603,17
3717,Tumor cells LUSC mitotic,Wu_Zhou_2021_GSM4453604,2
3718,Tumor cells LUSC mitotic,Wu_Zhou_2021_GSM4453605,13
3719,Tumor cells LUSC mitotic,Wu_Zhou_2021_GSM4453606,32
3720,Tumor cells LUSC mitotic,Wu_Zhou_2021_GSM4453607,0
3721,Tumor cells LUSC mitotic,Wu_Zhou_2021_GSM4453608,7
3722,Tumor cells LUSC mitotic,Wu_Zhou_2021_GSM4453609,20
3723,Tumor cells LUSC mitotic,Wu_Zhou_2021_GSM4453610,0
3724,Tumor cells LUSC mitotic,Wu_Zhou_2021_GSM4453611,41
3725,Tumor cells LUSC mitotic,Wu_Zhou_2021_GSM4453612,1
3726,Tumor cells LUSC mitotic,Wu_Zhou_2021_GSM4453613,1
3727,Tumor cells LUSC mitotic,Wu_Zhou_2021_GSM4453614,1
3728,Tumor cells LUSC mitotic,Wu_Zhou_2021_GSM4453615,1
3729,Tumor cells LUSC mitotic,Wu_Zhou_2021_GSM4453616,919
3730,Tumor cells LUSC mitotic,Wu_Zhou_2021_GSM4453617,13
3731,Tumor cells LUSC mitotic,Zilionis_Klein_2019_p2t1,7
3732,Tumor cells LUSC mitotic,Zilionis_Klein_2019_p2t2,4
3733,Tumor cells LUSC mitotic,Zilionis_Klein_2019_p3t1,0
3734,Tumor cells LUSC mitotic,Zilionis_Klein_2019_p3t2,0
3735,Tumor cells LUSC mitotic,Zilionis_Klein_2019_p3t3,0
3736,Tumor cells LUSC mitotic,Zilionis_Klein_2019_p5t1,1
3737,Tumor cells LUSC mitotic,Zilionis_Klein_2019_p5t2,0
3738,Tumor cells LUSC mitotic,Zilionis_Klein_2019_p7t1,3
3739,Tumor cells LUSC mitotic,Zilionis_Klein_2019_p7t2,0
3740,Tumor cells NSCLC mixed,Chen_Zhang_2020_NSCLC-4,0
3741,Tumor cells NSCLC mixed,Chen_Zhang_2020_NSCLC-5,0
3742,Tumor cells NSCLC mixed,Chen_Zhang_2020_NSCLC-8,0
3743,Tumor cells NSCLC mixed,Chen_Zhang_2020_NSCLC-9,1
3744,Tumor cells NSCLC mixed,Chen_Zhang_2020_NSCLC-10,0
3745,Tumor cells NSCLC mixed,Kim_Lee_2020_BRONCHO_58,0
3746,Tumor cells NSCLC mixed,Kim_Lee_2020_EBUS_06,0
3747,Tumor cells NSCLC mixed,Kim_Lee_2020_EBUS_28,2
3748,Tumor cells NSCLC mixed,Kim_Lee_2020_EBUS_49,0
3749,Tumor cells NSCLC mixed,Kim_Lee_2020_LUNG_T28,3
3750,Tumor cells NSCLC mixed,Kim_Lee_2020_LUNG_T31,0
3751,Tumor cells NSCLC mixed,Lambrechts_Thienpont_2018_6149v2_BT1290,1
3752,Tumor cells NSCLC mixed,Lambrechts_Thienpont_2018_6149v2_BT1291,1
3753,Tumor cells NSCLC mixed,Lambrechts_Thienpont_2018_6149v2_BT1292,3
3754,Tumor cells NSCLC mixed,Lambrechts_Thienpont_2018_6653_scrBT1430m,0
3755,Tumor cells NSCLC mixed,Lambrechts_Thienpont_2018_6653_scrBT1431m,0
3756,Tumor cells NSCLC mixed,Lambrechts_Thienpont_2018_6653_scrBT1432m,0
3757,Tumor cells NSCLC mixed,Laughney_Massague_2020_GSM3516665,2
3758,Tumor cells NSCLC mixed,Maynard_Bivona_2020_LT_S01,0
3759,Tumor cells NSCLC mixed,Maynard_Bivona_2020_LT_S11,0
3760,Tumor cells NSCLC mixed,Maynard_Bivona_2020_LT_S42,0
3761,Tumor cells NSCLC mixed,Maynard_Bivona_2020_LT_S52,0
3762,Tumor cells NSCLC mixed,Maynard_Bivona_2020_LT_S56,1
3763,Tumor cells NSCLC mixed,Maynard_Bivona_2020_LT_S57,1
3764,Tumor cells NSCLC mixed,Maynard_Bivona_2020_LT_S58,0
3765,Tumor cells NSCLC mixed,Maynard_Bivona_2020_LT_S67,0
3766,Tumor cells NSCLC mixed,Maynard_Bivona_2020_LT_S71,0
3767,Tumor cells NSCLC mixed,Maynard_Bivona_2020_LT_S74,1
3768,Tumor cells NSCLC mixed,Maynard_Bivona_2020_LT_S79,0
3769,Tumor cells NSCLC mixed,Maynard_Bivona_2020_LT_S82,1
3770,Tumor cells NSCLC mixed,UKIM-V-2_P7_tumor_primary,0
3771,Tumor cells NSCLC mixed,UKIM-V-2_P11_tumor_primary,0
3772,Tumor cells NSCLC mixed,UKIM-V-2_P12_tumor_primary,0
3773,Tumor cells NSCLC mixed,UKIM-V-2_P15_tumor_primary,1
3774,Tumor cells NSCLC mixed,Wu_Zhou_2021_GSM4453576,251
3775,Tumor cells NSCLC mixed,Wu_Zhou_2021_GSM4453577,0
3776,Tumor cells NSCLC mixed,Wu_Zhou_2021_GSM4453578,181
3777,Tumor cells NSCLC mixed,Wu_Zhou_2021_GSM4453579,32
3778,Tumor cells NSCLC mixed,Wu_Zhou_2021_GSM4453580,0
3779,Tumor cells NSCLC mixed,Wu_Zhou_2021_GSM4453581,40
3780,Tumor cells NSCLC mixed,Wu_Zhou_2021_GSM4453582,4
3781,Tumor cells NSCLC mixed,Wu_Zhou_2021_GSM4453583,1
3782,Tumor cells NSCLC mixed,Wu_Zhou_2021_GSM4453584,3
3783,Tumor cells NSCLC mixed,Wu_Zhou_2021_GSM4453585,11
3784,Tumor cells NSCLC mixed,Wu_Zhou_2021_GSM4453586,0
3785,Tumor cells NSCLC mixed,Wu_Zhou_2021_GSM4453587,0
3786,Tumor cells NSCLC mixed,Wu_Zhou_2021_GSM4453588,0
3787,Tumor cells NSCLC mixed,Wu_Zhou_2021_GSM4453589,59
3788,Tumor cells NSCLC mixed,Wu_Zhou_2021_GSM4453590,822
3789,Tumor cells NSCLC mixed,Wu_Zhou_2021_GSM4453591,0
3790,Tumor cells NSCLC mixed,Wu_Zhou_2021_GSM4453592,0
3791,Tumor cells NSCLC mixed,Wu_Zhou_2021_GSM4453593,12
3792,Tumor cells NSCLC mixed,Wu_Zhou_2021_GSM4453594,64
3793,Tumor cells NSCLC mixed,Wu_Zhou_2021_GSM4453595,1
3794,Tumor cells NSCLC mixed,Wu_Zhou_2021_GSM4453596,0
3795,Tumor cells NSCLC mixed,Wu_Zhou_2021_GSM4453597,0
3796,Tumor cells NSCLC mixed,Wu_Zhou_2021_GSM4453598,4
3797,Tumor cells NSCLC mixed,Wu_Zhou_2021_GSM4453599,0
3798,Tumor cells NSCLC mixed,Wu_Zhou_2021_GSM4453600,0
3799,Tumor cells NSCLC mixed,Wu_Zhou_2021_GSM4453601,1
3800,Tumor cells NSCLC mixed,Wu_Zhou_2021_GSM4453602,15
3801,Tumor cells NSCLC mixed,Wu_Zhou_2021_GSM4453603,40
3802,Tumor cells NSCLC mixed,Wu_Zhou_2021_GSM4453604,0
3803,Tumor cells NSCLC mixed,Wu_Zhou_2021_GSM4453605,0
3804,Tumor cells NSCLC mixed,Wu_Zhou_2021_GSM4453606,0
3805,Tumor cells NSCLC mixed,Wu_Zhou_2021_GSM4453607,0
3806,Tumor cells NSCLC mixed,Wu_Zhou_2021_GSM4453608,0
3807,Tumor cells NSCLC mixed,Wu_Zhou_2021_GSM4453609,1
3808,Tumor cells NSCLC mixed,Wu_Zhou_2021_GSM4453610,0
3809,Tumor cells NSCLC mixed,Wu_Zhou_2021_GSM4453611,8
3810,Tumor cells NSCLC mixed,Wu_Zhou_2021_GSM4453612,0
3811,Tumor cells NSCLC mixed,Wu_Zhou_2021_GSM4453613,0
3812,Tumor cells NSCLC mixed,Wu_Zhou_2021_GSM4453614,1
3813,Tumor cells NSCLC mixed,Wu_Zhou_2021_GSM4453615,1
3814,Tumor cells NSCLC mixed,Wu_Zhou_2021_GSM4453616,21
3815,Tumor cells NSCLC mixed,Wu_Zhou_2021_GSM4453617,0
3816,Tumor cells NSCLC mixed,Zilionis_Klein_2019_p2t1,1
3817,Tumor cells NSCLC mixed,Zilionis_Klein_2019_p2t2,1
3818,Tumor cells NSCLC mixed,Zilionis_Klein_2019_p3t1,87
3819,Tumor cells NSCLC mixed,Zilionis_Klein_2019_p3t2,96
3820,Tumor cells NSCLC mixed,Zilionis_Klein_2019_p3t3,109
3821,Tumor cells NSCLC mixed,Zilionis_Klein_2019_p5t1,2
3822,Tumor cells NSCLC mixed,Zilionis_Klein_2019_p5t2,2
3823,Tumor cells NSCLC mixed,Zilionis_Klein_2019_p7t1,1
3824,Tumor cells NSCLC mixed,Zilionis_Klein_2019_p7t2,0
3825,cDC1,Chen_Zhang_2020_NSCLC-4,6
3826,cDC1,Chen_Zhang_2020_NSCLC-5,12
3827,cDC1,Chen_Zhang_2020_NSCLC-8,15
3828,cDC1,Chen_Zhang_2020_NSCLC-9,0
3829,cDC1,Chen_Zhang_2020_NSCLC-10,18
3830,cDC1,Kim_Lee_2020_BRONCHO_58,5
3831,cDC1,Kim_Lee_2020_EBUS_06,0
3832,cDC1,Kim_Lee_2020_EBUS_28,0
3833,cDC1,Kim_Lee_2020_EBUS_49,1
3834,cDC1,Kim_Lee_2020_LUNG_T28,6
3835,cDC1,Kim_Lee_2020_LUNG_T31,17
3836,cDC1,Lambrechts_Thienpont_2018_6149v2_BT1290,8
3837,cDC1,Lambrechts_Thienpont_2018_6149v2_BT1291,2
3838,cDC1,Lambrechts_Thienpont_2018_6149v2_BT1292,0
3839,cDC1,Lambrechts_Thienpont_2018_6653_scrBT1430m,1
3840,cDC1,Lambrechts_Thienpont_2018_6653_scrBT1431m,3
3841,cDC1,Lambrechts_Thienpont_2018_6653_scrBT1432m,2
3842,cDC1,Laughney_Massague_2020_GSM3516665,3
3843,cDC1,Maynard_Bivona_2020_LT_S01,0
3844,cDC1,Maynard_Bivona_2020_LT_S11,0
3845,cDC1,Maynard_Bivona_2020_LT_S42,0
3846,cDC1,Maynard_Bivona_2020_LT_S52,0
3847,cDC1,Maynard_Bivona_2020_LT_S56,0
3848,cDC1,Maynard_Bivona_2020_LT_S57,0
3849,cDC1,Maynard_Bivona_2020_LT_S58,0
3850,cDC1,Maynard_Bivona_2020_LT_S67,0
3851,cDC1,Maynard_Bivona_2020_LT_S71,0
3852,cDC1,Maynard_Bivona_2020_LT_S74,0
3853,cDC1,Maynard_Bivona_2020_LT_S79,3
3854,cDC1,Maynard_Bivona_2020_LT_S82,1
3855,cDC1,UKIM-V-2_P7_tumor_primary,1
3856,cDC1,UKIM-V-2_P11_tumor_primary,3
3857,cDC1,UKIM-V-2_P12_tumor_primary,7
3858,cDC1,UKIM-V-2_P15_tumor_primary,6
3859,cDC1,Wu_Zhou_2021_GSM4453576,2
3860,cDC1,Wu_Zhou_2021_GSM4453577,0
3861,cDC1,Wu_Zhou_2021_GSM4453578,0
3862,cDC1,Wu_Zhou_2021_GSM4453579,0
3863,cDC1,Wu_Zhou_2021_GSM4453580,0
3864,cDC1,Wu_Zhou_2021_GSM4453581,0
3865,cDC1,Wu_Zhou_2021_GSM4453582,10
3866,cDC1,Wu_Zhou_2021_GSM4453583,4
3867,cDC1,Wu_Zhou_2021_GSM4453584,2
3868,cDC1,Wu_Zhou_2021_GSM4453585,3
3869,cDC1,Wu_Zhou_2021_GSM4453586,0
3870,cDC1,Wu_Zhou_2021_GSM4453587,1
3871,cDC1,Wu_Zhou_2021_GSM4453588,0
3872,cDC1,Wu_Zhou_2021_GSM4453589,1
3873,cDC1,Wu_Zhou_2021_GSM4453590,0
3874,cDC1,Wu_Zhou_2021_GSM4453591,0
3875,cDC1,Wu_Zhou_2021_GSM4453592,0
3876,cDC1,Wu_Zhou_2021_GSM4453593,0
3877,cDC1,Wu_Zhou_2021_GSM4453594,0
3878,cDC1,Wu_Zhou_2021_GSM4453595,0
3879,cDC1,Wu_Zhou_2021_GSM4453596,0
3880,cDC1,Wu_Zhou_2021_GSM4453597,1
3881,cDC1,Wu_Zhou_2021_GSM4453598,0
3882,cDC1,Wu_Zhou_2021_GSM4453599,0
3883,cDC1,Wu_Zhou_2021_GSM4453600,0
3884,cDC1,Wu_Zhou_2021_GSM4453601,0
3885,cDC1,Wu_Zhou_2021_GSM4453602,1
3886,cDC1,Wu_Zhou_2021_GSM4453603,0
3887,cDC1,Wu_Zhou_2021_GSM4453604,0
3888,cDC1,Wu_Zhou_2021_GSM4453605,0
3889,cDC1,Wu_Zhou_2021_GSM4453606,0
3890,cDC1,Wu_Zhou_2021_GSM4453607,0
3891,cDC1,Wu_Zhou_2021_GSM4453608,0
3892,cDC1,Wu_Zhou_2021_GSM4453609,0
3893,cDC1,Wu_Zhou_2021_GSM4453610,1
3894,cDC1,Wu_Zhou_2021_GSM4453611,0
3895,cDC1,Wu_Zhou_2021_GSM4453612,0
3896,cDC1,Wu_Zhou_2021_GSM4453613,3
3897,cDC1,Wu_Zhou_2021_GSM4453614,16
3898,cDC1,Wu_Zhou_2021_GSM4453615,1
3899,cDC1,Wu_Zhou_2021_GSM4453616,0
3900,cDC1,Wu_Zhou_2021_GSM4453617,0
3901,cDC1,Zilionis_Klein_2019_p2t1,2
3902,cDC1,Zilionis_Klein_2019_p2t2,0
3903,cDC1,Zilionis_Klein_2019_p3t1,4
3904,cDC1,Zilionis_Klein_2019_p3t2,5
3905,cDC1,Zilionis_Klein_2019_p3t3,5
3906,cDC1,Zilionis_Klein_2019_p5t1,1
3907,cDC1,Zilionis_Klein_2019_p5t2,1
3908,cDC1,Zilionis_Klein_2019_p7t1,1
3909,cDC1,Zilionis_Klein_2019_p7t2,2
3910,cDC2,Chen_Zhang_2020_NSCLC-4,8
3911,cDC2,Chen_Zhang_2020_NSCLC-5,30
3912,cDC2,Chen_Zhang_2020_NSCLC-8,1128
3913,cDC2,Chen_Zhang_2020_NSCLC-9,0
3914,cDC2,Chen_Zhang_2020_NSCLC-10,228
3915,cDC2,Kim_Lee_2020_BRONCHO_58,42
3916,cDC2,Kim_Lee_2020_EBUS_06,1
3917,cDC2,Kim_Lee_2020_EBUS_28,23
3918,cDC2,Kim_Lee_2020_EBUS_49,4
3919,cDC2,Kim_Lee_2020_LUNG_T28,29
3920,cDC2,Kim_Lee_2020_LUNG_T31,50
3921,cDC2,Lambrechts_Thienpont_2018_6149v2_BT1290,79
3922,cDC2,Lambrechts_Thienpont_2018_6149v2_BT1291,65
3923,cDC2,Lambrechts_Thienpont_2018_6149v2_BT1292,55
3924,cDC2,Lambrechts_Thienpont_2018_6653_scrBT1430m,15
3925,cDC2,Lambrechts_Thienpont_2018_6653_scrBT1431m,16
3926,cDC2,Lambrechts_Thienpont_2018_6653_scrBT1432m,2
3927,cDC2,Laughney_Massague_2020_GSM3516665,181
3928,cDC2,Maynard_Bivona_2020_LT_S01,1
3929,cDC2,Maynard_Bivona_2020_LT_S11,1
3930,cDC2,Maynard_Bivona_2020_LT_S42,0
3931,cDC2,Maynard_Bivona_2020_LT_S52,5
3932,cDC2,Maynard_Bivona_2020_LT_S56,2
3933,cDC2,Maynard_Bivona_2020_LT_S57,8
3934,cDC2,Maynard_Bivona_2020_LT_S58,44
3935,cDC2,Maynard_Bivona_2020_LT_S67,0
3936,cDC2,Maynard_Bivona_2020_LT_S71,18
3937,cDC2,Maynard_Bivona_2020_LT_S74,4
3938,cDC2,Maynard_Bivona_2020_LT_S79,29
3939,cDC2,Maynard_Bivona_2020_LT_S82,8
3940,cDC2,UKIM-V-2_P7_tumor_primary,80
3941,cDC2,UKIM-V-2_P11_tumor_primary,39
3942,cDC2,UKIM-V-2_P12_tumor_primary,41
3943,cDC2,UKIM-V-2_P15_tumor_primary,69
3944,cDC2,Wu_Zhou_2021_GSM4453576,16
3945,cDC2,Wu_Zhou_2021_GSM4453577,1
3946,cDC2,Wu_Zhou_2021_GSM4453578,7
3947,cDC2,Wu_Zhou_2021_GSM4453579,48
3948,cDC2,Wu_Zhou_2021_GSM4453580,12
3949,cDC2,Wu_Zhou_2021_GSM4453581,7
3950,cDC2,Wu_Zhou_2021_GSM4453582,32
3951,cDC2,Wu_Zhou_2021_GSM4453583,20
3952,cDC2,Wu_Zhou_2021_GSM4453584,43
3953,cDC2,Wu_Zhou_2021_GSM4453585,14
3954,cDC2,Wu_Zhou_2021_GSM4453586,0
3955,cDC2,Wu_Zhou_2021_GSM4453587,36
3956,cDC2,Wu_Zhou_2021_GSM4453588,65
3957,cDC2,Wu_Zhou_2021_GSM4453589,12
3958,cDC2,Wu_Zhou_2021_GSM4453590,1
3959,cDC2,Wu_Zhou_2021_GSM4453591,0
3960,cDC2,Wu_Zhou_2021_GSM4453592,0
3961,cDC2,Wu_Zhou_2021_GSM4453593,7
3962,cDC2,Wu_Zhou_2021_GSM4453594,2
3963,cDC2,Wu_Zhou_2021_GSM4453595,0
3964,cDC2,Wu_Zhou_2021_GSM4453596,5
3965,cDC2,Wu_Zhou_2021_GSM4453597,11
3966,cDC2,Wu_Zhou_2021_GSM4453598,18
3967,cDC2,Wu_Zhou_2021_GSM4453599,3
3968,cDC2,Wu_Zhou_2021_GSM4453600,2
3969,cDC2,Wu_Zhou_2021_GSM4453601,0
3970,cDC2,Wu_Zhou_2021_GSM4453602,3
3971,cDC2,Wu_Zhou_2021_GSM4453603,42
3972,cDC2,Wu_Zhou_2021_GSM4453604,9
3973,cDC2,Wu_Zhou_2021_GSM4453605,3
3974,cDC2,Wu_Zhou_2021_GSM4453606,2
3975,cDC2,Wu_Zhou_2021_GSM4453607,13
3976,cDC2,Wu_Zhou_2021_GSM4453608,0
3977,cDC2,Wu_Zhou_2021_GSM4453609,2
3978,cDC2,Wu_Zhou_2021_GSM4453610,13
3979,cDC2,Wu_Zhou_2021_GSM4453611,0
3980,cDC2,Wu_Zhou_2021_GSM4453612,28
3981,cDC2,Wu_Zhou_2021_GSM4453613,56
3982,cDC2,Wu_Zhou_2021_GSM4453614,159
3983,cDC2,Wu_Zhou_2021_GSM4453615,14
3984,cDC2,Wu_Zhou_2021_GSM4453616,3
3985,cDC2,Wu_Zhou_2021_GSM4453617,6
3986,cDC2,Zilionis_Klein_2019_p2t1,1
3987,cDC2,Zilionis_Klein_2019_p2t2,2
3988,cDC2,Zilionis_Klein_2019_p3t1,31
3989,cDC2,Zilionis_Klein_2019_p3t2,43
3990,cDC2,Zilionis_Klein_2019_p3t3,53
3991,cDC2,Zilionis_Klein_2019_p5t1,25
3992,cDC2,Zilionis_Klein_2019_p5t2,42
3993,cDC2,Zilionis_Klein_2019_p7t1,36
3994,cDC2,Zilionis_Klein_2019_p7t2,26
3995,myeloid dividing,Chen_Zhang_2020_NSCLC-4,1
3996,myeloid dividing,Chen_Zhang_2020_NSCLC-5,2
3997,myeloid dividing,Chen_Zhang_2020_NSCLC-8,212
3998,myeloid dividing,Chen_Zhang_2020_NSCLC-9,0
3999,myeloid dividing,Chen_Zhang_2020_NSCLC-10,18
4000,myeloid dividing,Kim_Lee_2020_BRONCHO_58,26
4001,myeloid dividing,Kim_Lee_2020_EBUS_06,3
4002,myeloid dividing,Kim_Lee_2020_EBUS_28,20
4003,myeloid dividing,Kim_Lee_2020_EBUS_49,0
4004,myeloid dividing,Kim_Lee_2020_LUNG_T28,15
4005,myeloid dividing,Kim_Lee_2020_LUNG_T31,7
4006,myeloid dividing,Lambrechts_Thienpont_2018_6149v2_BT1290,12
4007,myeloid dividing,Lambrechts_Thienpont_2018_6149v2_BT1291,13
4008,myeloid dividing,Lambrechts_Thienpont_2018_6149v2_BT1292,15
4009,myeloid dividing,Lambrechts_Thienpont_2018_6653_scrBT1430m,6
4010,myeloid dividing,Lambrechts_Thienpont_2018_6653_scrBT1431m,1
4011,myeloid dividing,Lambrechts_Thienpont_2018_6653_scrBT1432m,0
4012,myeloid dividing,Laughney_Massague_2020_GSM3516665,53
4013,myeloid dividing,Maynard_Bivona_2020_LT_S01,0
4014,myeloid dividing,Maynard_Bivona_2020_LT_S11,1
4015,myeloid dividing,Maynard_Bivona_2020_LT_S42,0
4016,myeloid dividing,Maynard_Bivona_2020_LT_S52,5
4017,myeloid dividing,Maynard_Bivona_2020_LT_S56,0
4018,myeloid dividing,Maynard_Bivona_2020_LT_S57,3
4019,myeloid dividing,Maynard_Bivona_2020_LT_S58,8
4020,myeloid dividing,Maynard_Bivona_2020_LT_S67,0
4021,myeloid dividing,Maynard_Bivona_2020_LT_S71,1
4022,myeloid dividing,Maynard_Bivona_2020_LT_S74,7
4023,myeloid dividing,Maynard_Bivona_2020_LT_S79,0
4024,myeloid dividing,Maynard_Bivona_2020_LT_S82,5
4025,myeloid dividing,UKIM-V-2_P7_tumor_primary,28
4026,myeloid dividing,UKIM-V-2_P11_tumor_primary,32
4027,myeloid dividing,UKIM-V-2_P12_tumor_primary,14
4028,myeloid dividing,UKIM-V-2_P15_tumor_primary,26
4029,myeloid dividing,Wu_Zhou_2021_GSM4453576,22
4030,myeloid dividing,Wu_Zhou_2021_GSM4453577,0
4031,myeloid dividing,Wu_Zhou_2021_GSM4453578,8
4032,myeloid dividing,Wu_Zhou_2021_GSM4453579,74
4033,myeloid dividing,Wu_Zhou_2021_GSM4453580,115
4034,myeloid dividing,Wu_Zhou_2021_GSM4453581,9
4035,myeloid dividing,Wu_Zhou_2021_GSM4453582,18
4036,myeloid dividing,Wu_Zhou_2021_GSM4453583,9
4037,myeloid dividing,Wu_Zhou_2021_GSM4453584,18
4038,myeloid dividing,Wu_Zhou_2021_GSM4453585,24
4039,myeloid dividing,Wu_Zhou_2021_GSM4453586,3
4040,myeloid dividing,Wu_Zhou_2021_GSM4453587,9
4041,myeloid dividing,Wu_Zhou_2021_GSM4453588,15
4042,myeloid dividing,Wu_Zhou_2021_GSM4453589,18
4043,myeloid dividing,Wu_Zhou_2021_GSM4453590,23
4044,myeloid dividing,Wu_Zhou_2021_GSM4453591,5
4045,myeloid dividing,Wu_Zhou_2021_GSM4453592,0
4046,myeloid dividing,Wu_Zhou_2021_GSM4453593,24
4047,myeloid dividing,Wu_Zhou_2021_GSM4453594,0
4048,myeloid dividing,Wu_Zhou_2021_GSM4453595,0
4049,myeloid dividing,Wu_Zhou_2021_GSM4453596,4
4050,myeloid dividing,Wu_Zhou_2021_GSM4453597,3
4051,myeloid dividing,Wu_Zhou_2021_GSM4453598,24
4052,myeloid dividing,Wu_Zhou_2021_GSM4453599,10
4053,myeloid dividing,Wu_Zhou_2021_GSM4453600,3
4054,myeloid dividing,Wu_Zhou_2021_GSM4453601,0
4055,myeloid dividing,Wu_Zhou_2021_GSM4453602,0
4056,myeloid dividing,Wu_Zhou_2021_GSM4453603,77
4057,myeloid dividing,Wu_Zhou_2021_GSM4453604,10
4058,myeloid dividing,Wu_Zhou_2021_GSM4453605,1
4059,myeloid dividing,Wu_Zhou_2021_GSM4453606,0
4060,myeloid dividing,Wu_Zhou_2021_GSM4453607,5
4061,myeloid dividing,Wu_Zhou_2021_GSM4453608,3
4062,myeloid dividing,Wu_Zhou_2021_GSM4453609,5
4063,myeloid dividing,Wu_Zhou_2021_GSM4453610,1
4064,myeloid dividing,Wu_Zhou_2021_GSM4453611,2
4065,myeloid dividing,Wu_Zhou_2021_GSM4453612,17
4066,myeloid dividing,Wu_Zhou_2021_GSM4453613,13
4067,myeloid dividing,Wu_Zhou_2021_GSM4453614,154
4068,myeloid dividing,Wu_Zhou_2021_GSM4453615,3
4069,myeloid dividing,Wu_Zhou_2021_GSM4453616,5
4070,myeloid dividing,Wu_Zhou_2021_GSM4453617,0
4071,myeloid dividing,Zilionis_Klein_2019_p2t1,0
4072,myeloid dividing,Zilionis_Klein_2019_p2t2,0
4073,myeloid dividing,Zilionis_Klein_2019_p3t1,1
4074,myeloid dividing,Zilionis_Klein_2019_p3t2,0
4075,myeloid dividing,Zilionis_Klein_2019_p3t3,3
4076,myeloid dividing,Zilionis_Klein_2019_p5t1,8
4077,myeloid dividing,Zilionis_Klein_2019_p5t2,7
4078,myeloid dividing,Zilionis_Klein_2019_p7t1,3
4079,myeloid dividing,Zilionis_Klein_2019_p7t2,3
4080,pDC,Chen_Zhang_2020_NSCLC-4,3
4081,pDC,Chen_Zhang_2020_NSCLC-5,14
4082,pDC,Chen_Zhang_2020_NSCLC-8,6
4083,pDC,Chen_Zhang_2020_NSCLC-9,0
4084,pDC,Chen_Zhang_2020_NSCLC-10,29
4085,pDC,Kim_Lee_2020_BRONCHO_58,3
4086,pDC,Kim_Lee_2020_EBUS_06,2
4087,pDC,Kim_Lee_2020_EBUS_28,0
4088,pDC,Kim_Lee_2020_EBUS_49,4
4089,pDC,Kim_Lee_2020_LUNG_T28,10
4090,pDC,Kim_Lee_2020_LUNG_T31,10
4091,pDC,Lambrechts_Thienpont_2018_6149v2_BT1290,11
4092,pDC,Lambrechts_Thienpont_2018_6149v2_BT1291,2
4093,pDC,Lambrechts_Thienpont_2018_6149v2_BT1292,0
4094,pDC,Lambrechts_Thienpont_2018_6653_scrBT1430m,3
4095,pDC,Lambrechts_Thienpont_2018_6653_scrBT1431m,3
4096,pDC,Lambrechts_Thienpont_2018_6653_scrBT1432m,0
4097,pDC,Laughney_Massague_2020_GSM3516665,4
4098,pDC,Maynard_Bivona_2020_LT_S01,0
4099,pDC,Maynard_Bivona_2020_LT_S11,0
4100,pDC,Maynard_Bivona_2020_LT_S42,0
4101,pDC,Maynard_Bivona_2020_LT_S52,0
4102,pDC,Maynard_Bivona_2020_LT_S56,3
4103,pDC,Maynard_Bivona_2020_LT_S57,1
4104,pDC,Maynard_Bivona_2020_LT_S58,43
4105,pDC,Maynard_Bivona_2020_LT_S67,0
4106,pDC,Maynard_Bivona_2020_LT_S71,2
4107,pDC,Maynard_Bivona_2020_LT_S74,2
4108,pDC,Maynard_Bivona_2020_LT_S79,7
4109,pDC,Maynard_Bivona_2020_LT_S82,7
4110,pDC,UKIM-V-2_P7_tumor_primary,8
4111,pDC,UKIM-V-2_P11_tumor_primary,3
4112,pDC,UKIM-V-2_P12_tumor_primary,6
4113,pDC,UKIM-V-2_P15_tumor_primary,64
4114,pDC,Wu_Zhou_2021_GSM4453576,2
4115,pDC,Wu_Zhou_2021_GSM4453577,0
4116,pDC,Wu_Zhou_2021_GSM4453578,3
4117,pDC,Wu_Zhou_2021_GSM4453579,0
4118,pDC,Wu_Zhou_2021_GSM4453580,0
4119,pDC,Wu_Zhou_2021_GSM4453581,4
4120,pDC,Wu_Zhou_2021_GSM4453582,20
4121,pDC,Wu_Zhou_2021_GSM4453583,0
4122,pDC,Wu_Zhou_2021_GSM4453584,2
4123,pDC,Wu_Zhou_2021_GSM4453585,1
4124,pDC,Wu_Zhou_2021_GSM4453586,2
4125,pDC,Wu_Zhou_2021_GSM4453587,13
4126,pDC,Wu_Zhou_2021_GSM4453588,0
4127,pDC,Wu_Zhou_2021_GSM4453589,3
4128,pDC,Wu_Zhou_2021_GSM4453590,1
